,cohort,founderImage,founders,id,logo,name,projectDescription,projectLocation,projectStatus,sector,website
65,"{'label': 'EF6 (London)', 'value': 'ef6London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-1.39.21-PM.png,"[{'col1': 'Guillem Singla Buxarrais', 'founderName': 'Guillem Singla Buxarrais'}, {'col1': 'Dimitris Athanasiou', 'founderName': 'Dimitris Athanasiou'}]",382,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/nuerofenix.png,Neurofenix,"<p><strong>Neurofenix</strong> makes rehabilitation affordable and enjoyable for stroke patients. Our product consists of an innovative hand controller linked to a software platform. It motivates patients to practice the most critical exercises through their favorite games, letting them share their progress and support each other via an online community. </p>
<p><br /></p>
<p><strong>Guillem Singla Buxarrais</strong> is a prize-winning biomedical engineer and holds a first class Master's in Neurotechnology from Imperial College. He has previously developed probabilistic algorithms in haptics and robotics publishing work on hand modelling in virtual reality.</p>
<p><br /></p>
<p><strong>Dimitris Athanasiou</strong> holds a Master’s in Biomechanics from Imperial College and Innovation Awards in advanced mechanical design. He has experience in medical device development and clinical trials at Lightpoint Medical. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://neurofenix.com/
66,"{'label': 'EF4 (London)', 'value': 'ef4London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_4_170628_110141.png,"[{'col1': 'Leo Anthias', 'founderName': 'Leo Anthias'}, {'col1': 'Mandeep Gill', 'founderName': 'Mandeep Gill'}]",384,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Nstack.png,Nstack,"<p>Cloud computing has changed the way developers work, but getting your code in the cloud is still an absolute nightmare. Nstack takes this pain away. In a few simple commands, <strong>Nstack</strong> takes the functions developers write and deploys them to our platform in the cloud. Developers can then call them anywhere, in any language, without worrying about servers.</p>
<p><br /></p>
<p><strong>Leo Anthias</strong> is an EF and Y Combinator alum who came back to EF to solve this very problem because it was the biggest pain as the CTO of his previous company. He was the evangelist for this product before it even existed.</p>
<p><br /></p>
<p><strong>Dr. </strong><strong>Mandeep Gill</strong> completed his PhD at Oxford focused distributed systems engineering and the very technology that powers StackHut. Prior to that he worked on several startups and developed pricing systems at Deutsche Bank. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Infrastructure/Dev Tools', 'value': 'infrastructureDevTools', 'selected': True}",https://nstack.com/
67,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.23.58-AM.png,"[{'col1': 'Hemang Rishi', 'founderName': 'Hemang Rishi'}, {'col1': 'Pieter Fabry', 'founderName': 'Pieter Fabry'}]",386,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Observe.png,Observe Technologies,"<p><strong>Observe</strong> applies computer vision and machine learning to optimise aquaculture farms, so that farmers will not miss any opportunity to maximise stock value. Through interfacing with existing infrastructure already in place on a farm, Observe cuts feeding costs while getting fish out of the water faster and increasing farm production.</p>
<p><strong><br /></strong></p>
<p><strong>Hemang </strong><strong>Rishi</strong> won the Young Engineer For Britain in 2012 before getting his Master’s degree in electrical engineering from Imperial College London. He worked and published in the computer vision field  for 2.5 years, at companies including Laing O’Rourke as well as the Biologically Inspired Computer Vision Group at Imperial.</p>
<p><strong><br /></strong></p>
<p><strong>Pieter Fabry</strong> has experience implementing reinforcement learning models on videos in real time. He has done research and publications in embedded systems, working as a nano-satellite researcher at the VLSI lab at the National University of Singapore, as well as building embedded systems for high speed financial option pricing during his Master's degree at Imperial.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Agriculture', 'value': 'agriculture', 'selected': True}",http://www.observe.tech/
68,"{'label': 'EF5 (London)', 'value': 'ef5London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/open-cosmos.JPG,"[{'col1': 'Rafel Jordá Siquier', 'founderName': 'Rafel Jordá Siquier'}, {'col1': 'Han Lai', 'founderName': 'Han Lai'}]",389,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/OpenCosmosLogo.jpg,Open Cosmos,"<p><strong></strong><strong>Open Cosmos</strong> provides our customers a development kit and simulator so they can build the technology at their own pace following our standard. When ready, we take care of all the paperwork, integrate it into our nanosatellite alongside other customers and put it into space. This approach allows mass customization, reducing costs from the millions down to a few hundred thousand.</p>
<p><br /></p>
<p><strong>Rafel Jorda̝ Siquier</strong> is an aerospace engineer with an MBA and background in both space startups and big industry players such as Airbus D&amp;S. He’s supported by a team of four.</p>
<p><br /></p>
<p><strong>Han Lai </strong>is an electronic engineer with 10 years of experience in a China-based supply-chain business producing high tech sensors. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Space', 'value': 'space', 'selected': True}",http://open-cosmos.com/
69,"{'label': 'EF5 (London)', 'value': 'ef5London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/TYPESCORE.JPG,"[{'col1': 'Kanishk Walia', 'founderName': 'Kanishk Walia'}, {'col1': 'Andre Roehrig', 'founderName': 'Andre Roehrig'}]",502,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Open-Risk-Exchange.png,Open Risk Exchange,"<p><a href=""http://www.openriskexchange.com/"" target=""_blank"" rel=""noreferrer noopener"">Open Risk Exchange</a> (ORX) is the first online portal offering free credit scores for businesses in the United Kingdom. ORX builds technology to find, extract and analyse publicly available data on businesses generating risk scores for every registered company in the UK.</p>
<p> <br />ORX leverages complex statistical modelling and machine learning algorithms combined with a wide variety of structured and unstructured data sources to deliver one of the most sophisticated business risk models in the market.<br /> <br />Tests conducted with banks, alternative lenders and insurers have demonstrated that the <a href=""https://www.openriskexchange.com/blog/open-risk-exchange-credit-bureau-comparison-gini-07-09-2017"" target=""_blank"" rel=""noreferrer noopener"">ORX credit risk model is more accurate than some of the leading credit bureau commercial scorecards</a>.<br /> <br />The company was founded by André Röhrig and Kanishk Walia.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",https://www.openriskexchange.com/
70,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.30.40-AM.png,"[{'col1': 'David Hunter', 'founderName': 'David Hunter'}, {'col1': 'João Abrantes', 'founderName': 'João Abrantes'}]",391,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Optimal.png,Optimal Labs,"<p><strong>Optimal Labs</strong> applies bleeding-edge Deep Reinforcement Learning to create highly-intelligent autopilots for farms. The efficiency, reliability and nutritional output of our food system is a function of the decisions made by individual farmers - based on intuition. Our mission is to deploy AI-controlled farms to make those decisions optimally and globally – enabling a larger and longer-living population.</p>
<p><strong><br /></strong></p>
<p><strong>David Hunter</strong> is a recent member of the Machine Learning Lab at the University of Oxford - one of only a handful of labs in the world focused on Deep Reinforcement Learning. He previously ran the algorithmic trading quantitative strategies team at Deutsche Bank where his algorithms traded &gt;5% of the European stock market volume.</p>
<p><strong><br /></strong></p>
<p><strong>João Abrantes</strong> left his PhD in Robotics at EPFL to start Optimal. He has research and teaching experience in Machine Learning as well as a masters in bioengineering. He was the Portuguese youth pole-vault champion and is from a family of Olympians. Human nutrition has always been a key part of his life.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Agriculture', 'value': 'agriculture', 'selected': True}",http://optimal.ag/
71,"{'label': 'EF4 (London)', 'value': 'ef4London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1.jpg,"[{'col1': 'Donald Gillies', 'founderName': 'Donald Gillies'}, {'col1': 'Henry Irish', 'founderName': 'Henry Irish'}]",393,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/PassFort2.jpg,PassFort,"<p><strong>PassFort</strong> allows companies to do rigorous KYC onboarding without compromising on user experience or conversion. KYC regulations are a fact of life in industries ranging from financial services,real estate and online gambling. Current tools are slow to setup, expensive and provide a terrible end-user experience. PassFort can be deployed in hours.</p>
<p><strong><br /></strong></p>
<p><strong>Donald Gillies</strong> did an accelerated BSc in Financial Economics at St Andrews. He has a background in regulated markets: first in Private Equity, then at an Equity Crowdfunding startup.</p>
<p><br /></p>
<p><strong>Henry Irish</strong> received his MEng/BA from Cambridge doing security research. He is also a talented full-stack developer, having worked for Edgespring in San Francisco before they were acquired by Salesforce. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",https://passfort.com/
72,"{'label': 'EF2 (London)', 'value': 'ef2London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/permutive.png,"[{'col1': 'Joe Root', 'founderName': 'Joe Root'}, {'col1': 'Tim Spratt', 'founderName': 'Tim Spratt'}]",395,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/permutive.png,Permutive,"<p><strong>Permutive</strong> doubles click through rates for publishers and provides personalised sponsored content, all on top of first party data.</p>
<p><br /></p>
<p>Every day, Permutive deals with millions of users for the world’s biggest publishers like The Metro and The Times</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Data Analytics', 'value': 'dataAnalytics', 'selected': True}",https://www.permutive.com/
73,"{'label': 'EF6 (London)', 'value': 'ef6London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-2.17.32-PM.png,"[{'col1': 'Dan Greenwood', 'founderName': 'Dan Greenwood'}]",412,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/PetaGene-Logo-square.png,Petagene,"<p><strong>PetaGene</strong> enables smaller, faster, better genomics data. The costs of storing and transferring genomic data are rapidly growing relative to the cost of sequencing, and threaten to overtake sequencing costs over the next five years.</p>
<p><br /></p>
<p>PetaGene's multi-patent pending Bayesian approach can reduce the size of genomic data by up to a factor of five, reducing storage costs and accelerating transfers, while even potentially improving the quality and speed of downstream analyses. </p>
<p><br /></p>
<p><strong>Dan Greenfield</strong> received the BCS Distinguished Dissertation award for the top Computer Science PhD in the UK, building on his earlier degrees in Bioinformatics and Computer Engineering, and his experience leading teams in Silicon Valley.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Life Science', 'value': 'lifeScience', 'selected': True}",http://www.petagene.com/
74,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.50.51-AM.png,"[{'col1': 'Amir Nejadmalayeri', 'founderName': 'Amir Nejadmalayeri'}]",414,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Phoelex.png,Phoelex,"<p><strong>Phoelex</strong> provides optical connectivity solutions for hyperscale datacenters via transceivers that are 10X smaller, 5X cheaper, and 3X more energy efficient. This translates to significant CAPEX and OPEX savings, but more importantly much higher performance intra-datacenter data communication.</p>
<p><br /></p>
<p><strong>Amir Nejadmalayeri</strong> has a PhD in electrical engineering, specializing in optics and photonics. He did his postdoctoral research at MIT in areas of photonics and high frequency electronics, followed by industrial R&amp;D at Samsung working on future generation of semiconductor devices. He has over 40 publications and patents, and his publications are cited 700 times. Amir is a Senior of Optical Society of America and a Senior of Institute of Electrical and Electronics Engineers.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Infrastructure/Dev Tools', 'value': 'infrastructureDevTools', 'selected': True}",https://www.linkedin.com/in/amirhn/?ppe=1
75,"{'label': 'EF3 (London)', 'value': 'ef3London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/Pi-top.png,"[{'col1': 'Jesse Lozano', 'founderName': 'Jesse Lozano'}, {'col1': 'Ryan Dunwoody', 'founderName': 'Ryan Dunwoody'}]",417,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/pitop.png,pi-top,"<p><a href=""http://www.pi-top.com/"" target=""_blank"" rel=""noreferrer noopener""><strong>pi-top</strong></a> delivers the future of STEM education with our made for makers and educators DIY laptop and desktop products. The combination of pi-tops hardware and software make it possible for any teacher, regardless of their computer literacy, to deliver fun and engaging lessons across the range of STEM and computer science subjects delivering results for students, parents and educators. </p>
<p><br /></p>
<p><strong>Ryan Dunwoody</strong> has a 1st class masters degree in Engineering Science from Oxford University and <strong>Jesse Lozano</strong> is a world class salesman.</p>
<p><br /></p>
<p>Since launching in 2014 pi-top is now in 28 distributors across the world including Best Buy, BT, RS Components, Barnes &amp; Noble and several of the largest educational technology distributors in the world. Pi-top was awarded EdTech start-up of the year by <a href=""http://www.bettshow.com/"" target=""_blank"" rel=""noreferrer noopener"">BETT 2017</a>, Europes largest educational technology trade show and is the only Operating System to be endorsed by <a href=""http://www.ocr.org.uk/"" target=""_blank"" rel=""noreferrer noopener"">OCR the UKs leading exam awarding body</a>.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Education', 'value': 'education', 'selected': True}",https://pi-top.com/
76,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1_170628_102102.jpg,"[{'col1': 'Yves-Laurent Kom Somo', 'founderName': 'Yves-Laurent Kom Somo'}]",415,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/ef-alumni-pit-a.png,Pit.ai,"<p>At <strong>Pit.ai</strong> we mine trading strategies through artificial intelligence. When it comes to processing massive financial data, machines have a natural advantage over humans. Our approach is based on a bleeding-edge, unpublished, proprietary machine learning technology, which allows us to achieve true alpha.</p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Data Analytics', 'value': 'dataAnalytics', 'selected': True}",https://www.pit.ai/
77,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.36.18-AM.png,"[{'col1': 'Jay Cuno', 'founderName': 'Jay Cuno'}, {'col1': 'Simon Altschuler', 'founderName': 'Simon Altschuler'}]",418,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/ef-alumni-plotist-b.png,Plotist,"<p>Creating stories is based on tools and techniques that are antiquated and create gaps in the production process. <strong>Plotist</strong> is an end-to-end solution that can manage the production workflow using the story as a context, from writing to post-production, becoming the first story-centric production management platform.</p>
<p><br /></p>
<p><strong>Jay Cano</strong> is a Computer Engineer, Sociologist and amateur writer who has worked as an engineer for IBM on an enterprise collaboration platform. His academic experience spans organisations, collaboration and social networks as a Sociologist and neurocomputation, AI and simulation as an Engineer.</p>
<p><strong><br /></strong></p>
<p><strong>Simon Altschuler</strong> is a Computer Engineer from the Danish Technical University with vast industry experience creating complex web applications, including collaboration platforms and video streaming. He grew up in a family of storytellers, giving him a unique perspective on how stories work.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Enterprise Solutions', 'value': 'enterpriseSolutions', 'selected': True}",https://www.plotist.com/about
78,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Nidhi Gupta', 'founderName': 'Nidhi Gupta'}, {'col1': 'Dr. Lingxiao Xia', 'founderName': 'Dr. Lingxiao Xia'}]",1664,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Portcast.png,Portcast,"<p><strong>Portcast</strong> makes logistics profitable with accurate demand forecasts. Our proprietary data analytics engine is custom-designed for the logistics industry. The engine ingests combines historical data with real-world uncertainties, continuously identifies patterns in the supply chain that disrupt demand and applies comprehensive machine learning models to dramatically improve prediction results. Portcast is a route-based SaaS platform which provides the customers with both a web interface and an API for easy integration. In short, we turn market volatility into competitive advantage for logistics companies. <br /></p>
<p><br /><strong>Nidhi Gupta</strong> has more than 10 years of experience in the logistics industry, working for Deutsche Post DHL. She held various leadership roles related to management consulting, sales strategy and business development across Asia Pacific. Nidhi has an MBA from the Indian Institute of Management in Bangalore and a Bachelors in Computer Science Engineering. <span></span></p>
<p><strong><br /></strong></p>
<p><strong>Dr. Lingxiao Xia</strong> is an expert in data analytics, machine learning and artificial intelligence. He has a double bachelors in Mathematics and Information Engineering, and a PhD in Network Information Theory from the Chinese University of Hong Kong. He also spent 3 years in various startups in Hong Kong building production-grade software solutions and advanced data analytics tools.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Transportation / Logistics', 'value': 'transportationLogistics', 'selected': True}",https://portcast.io
79,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Portify.png,"[{'col1': 'Sho Sugihara', 'founderName': 'Sho Sugihara'}, {'col1': 'Chris Butcher', 'founderName': 'Chris Butcher'}]",1643,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Portify.png,Portify,"<p>160m workers in the US and EU are already engaged in transient work. <strong>Portify</strong> is laying the infrastructure to give workers the flexibility of gig-work, with the benefits of traditional employment. Through a smartphone, workers can build a trust and reputation profile, access a career ladder, and claim entitlements.<br /></p>
<p><strong><br /></strong></p>
<p><strong>Sho Sugihara </strong>spent over three years at McKinsey &amp; Co., where he helped clients design better welfare services. Before researching labour rights and economic citizenship at Cambridge University, he worked with organisations providing support to informal workers. </p>
<p><strong><br /></strong></p>
<p><strong>Chris Butcher </strong>was the Lead Software Engineer at the HR start-up CharlieHR. He wrote the first line of code and scaled the infrastructure to support tens of thousands of employees. Chris studied Computer and Business Studies at the University of Warwick. He came to EF wanting to build software to support the future of work.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Enterprise Solutions', 'value': 'enterpriseSolutions', 'selected': True}",https://www.portify.co/
80,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.48.45-AM.png,"[{'col1': 'Bola Adegbulu', 'founderName': 'Bola Adegbulu'}, {'col1': 'Meha Nelson', 'founderName': 'Meha Nelson'}]",447,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Screen-Shot-2017-06-30-at-3.50.51-PM.png,Predina Technologies,"<p>Automotive industry is evolving. Semi/-autonomous vehicles create new opportunities but they also create new risks for players in the automotive value chain. <strong>Predina</strong> solves these risks by leveraging AI and cloud computing to build a contextual automotive analytics platform that integrates contextual data to predict and mitigate risks before they start.</p>
<p><strong><br /></strong></p>
<p><strong>Bola Adegbulu</strong> ran an automotive analytics business for two years. He was an operations engineer at General Electric, Head of Operations at an award winning IoT startup and managed dealer relations at Jaguar Land Rover. He also has a degree in Aviation Engineering.</p>
<p><strong><br /></strong></p>
<p><strong>Meha Nelson</strong> has a Masters in Artificial Intelligence from University of Edinburgh and has completed the machine learning programme at the Max Planck Institute for Intelligent Systems (funded by Google, Amazon, Facebook and Bosch). She has built risk analytics platform at GENPACT, a leading technology service provider for financial services. Prior to that she worked as a Research and Development Engineer on Machine Learning for 2 years at Opus2 International</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Automotive', 'value': 'automotive', 'selected': True}",http://predina.com/
81,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.27.28-AM.png,"[{'col1': 'Vadim Toader', 'founderName': 'Vadim Toader'}, {'col1': 'Stefan Boronea', 'founderName': 'Stefan Boronea'}]",448,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Proportunity.png,Proportunity,"<p><strong>Proportunity</strong> explains and forecasts the real estate market. They use machine learning, proprietary datasets of historical valuations and location macro data to generate accurate and explainable property price predictions.</p>
<p><br /></p>
<p><strong>Vadim Toader</strong> has over 3 years valuation and forecasting experience from Bain &amp; Co and has an Engineering, Economics and Management degree from Oxford.</p>
<p><br /></p>
<p><strong>Stefan Boronea</strong> has over 7 years experience applying machine learning in research and commercial applications at IBM and Booking.com, where he built deep learning models to analyse real estate features. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",https://proportunity.co/
82,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Aneesh Sathe', 'founderName': 'Aneesh Sathe'}, {'col1': 'Kaveh Taghipour', 'founderName': 'Kaveh Taghipour'}]",1676,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Qritive-full.png,Qritive,"<p><b>Qritive</b> makes cancer diagnosis fast, cheap, and accurate. During our lifetime, 1 in 3 of us will get cancer. But cancer diagnosis is slow and expensive because doctors are not equipped with modern automated tools. Qritive provides an AI-powered solution to help doctors analyse both microscopy images and text from patient data. As a result, hospitals will be more efficient in making cancer diagnoses, allowing them to save costs.</p>
<p><b><br /></b></p><p><b>Aneesh Sathe</b> completed his PhD in Mechanobiology at National University of Singapore where he developed computer vision systems to identify cancer cells. </p>
<p><b><br /></b></p><p><b>Kaveh Taghipour</b> completed his PhD in Natural Language Processing from National University of Singapore where he developed systems for information extraction and text classification.</p><p></p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://www.qritive.com/
83,"{'label': 'EF1 (London)', 'value': 'ef1London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/unnamed2.jpg,"[{'col1': 'Bryan Baum', 'founderName': 'Bryan Baum'}, {'col1': 'Leo Seigal', 'founderName': 'Leo Seigal'}]",449,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Represent.png,Represent,"<p>Represent, co-founded by University of Oxford alumni Bryan Baum and Leo Seigal, is a digital marketing and social merchandising platform built on EF1. They were acquired by leading apparel company CustomInk in a deal worth $100 million</p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Exited', 'value': 'exited', 'selected': True}","{'label': 'Commerce/Marketplace', 'value': 'commerceMarketplace', 'selected': True}",https://represent.com/
84,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Resurgo_170918_200335.png,"[{'col1': 'Rajiv Gogna', 'founderName': 'Rajiv Gogna'}, {'col1': 'Peter Clarke', 'founderName': 'Peter Clarke'}]",1649,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Resurgo_170918_200335.png,Resurgo Genetics,"<p><span class=""s1""><strong>Resurgo Genetics </strong>is building a universal tool to precisely change any living system. </span><span class=""s2"">We have identified a connectionist network core to life’s processes within every cell of all living things, and designed a generic tool to change it. This will enable precision medicine, treatment of incurable disease and vast increases in agricultural productivity.</span></p>
<p><span class=""s2""></span>
</p>
<p><span class=""s2""><strong><br /></strong></span></p>
<p><span class=""s2""><strong>Rajiv Gogna</strong> holds a Masters degree in Chemistry from Oxford University, where he placed top of his year. He spent several years building large scale models used in multi-billion pound decisions in the energy industry.<span class=""Apple-converted-space""> </span></span></p>
<p><span class=""s2""></span>
</p>
<p><span class=""s2""><strong><br /></strong></span></p>
<p><span class=""s2""><strong>Peter Clarke </strong>has been refining his ideas on the underlying processes of life for over two decades as a computational biologist at CalTech and Cambridge University. He has been waiting for the time when all the pieces were in place for technology to bring about a revolution in biology.</span></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Life Science', 'value': 'lifeScience', 'selected': True}",http://resurgo.com/
85,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Emir Nurov', 'founderName': 'Emir Nurov'}, {'col1': 'Janyantika Soni', 'founderName': 'Janyantika Soni'}]",1668,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/RESync.png,RESync,"<p>At <strong>RESync</strong> we are developing on-site hardware and cloud based platform, that provides full automation of multiple energy sources like Solar, Batteries, Diesel generators and Electricity grid. We use historical and real time data analytics to predict energy generation and consumption patterns, which maximises the potential of renewables in the system and reduces overall electricity bill. Our interactive dashboard enables full system monitoring and helps to track all energy patterns.</p>
<p><br /></p>
<p><span class=""s1"">With combined experience more than a decade in renewable energy and deep knowledge in developing control algorithms for energy systems, RESync was founded by two passionategreeners <strong>Emir </strong>and <strong>Jayantika</strong>.</span></p>
<p></p>
<p><span class=""s1"">Emir has a track record in solar product development and renewables energy market research, gained during his 4 years at REC Solar. Jayantika has deep technical knowledge in developing control algorithms for energy systems, gained during her PhD in Energy&amp;Power at the National University of Singapore.</span></p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Energy', 'value': 'energy', 'selected': True}",https://resynctech.com/
